text,count,mean_combined_score,std_combined_score,max_combined_score,mean_comp_deviation,mean_norm_shift,n_tokens,is_ner,category,compositionality,confidence
and holds,1,0.1640543308419115,0.0,0.1640543308419115,0.13330078125,0.0673623896047787,2,False,compositional_phrase,1.0,0.95
) or,1,0.1612765932526471,0.0,0.1612765932526471,0.13818359375,0.0157403112566179,2,False,fragment,0.0,1.0
. At the,1,0.1571722076288495,0.0,0.1571722076288495,0.17138671875,-0.0649552231153762,3,False,fragment,0.0,1.0
Giovanni were,1,0.151030026583338,0.0,0.151030026583338,0.08056640625,0.0846063164583451,2,True,fragment,0.0,1.0
"In addition to basketball,",1,0.1473566226150922,0.0,0.1473566226150922,0.17529296875,-0.0725264122122694,4,False,fixed_expression,0.7,0.95
"7, it",1,0.1441404519707029,0.0,0.1441404519707029,0.24853515625,-0.1162113700732426,2,True,fragment,0.0,1.0
"by Thomas """,1,0.1389760106026997,0.0,0.1389760106026997,0.421875,-0.3448207156807507,3,False,fragment,0.0,1.0
.  The design integr,1,0.1339796100116426,0.0,0.1339796100116426,0.7646484375,-0.7082638655958936,4,False,fragment,0.0,1.0
"the subject"" and the book",1,0.1292852337327498,0.0,0.1292852337327498,0.2373046875,-0.2723679703556253,5,False,fragment,0.0,1.0
the central,1,0.1235614118636427,0.0,0.1235614118636427,0.06787109375,0.1155441546591069,2,True,compositional_phrase,1.0,1.0
"designs, the",1,0.1167109426981248,0.0,0.1167109426981248,0.14306640625,-0.1167919791921879,2,False,fragment,0.0,1.0
most of,2,0.1108846369433027,0.0808758264050478,0.1917604633483505,0.0732421875,0.0673727251707568,2,True,fixed_expression,0.7,0.95
"song """,1,0.1048386082793446,0.0,0.1048386082793446,0.208984375,-0.1004523074266384,2,False,fragment,0.0,1.0
9 and,1,0.1008669657665245,0.0,0.1008669657665245,0.31787109375,-0.3752739918336887,2,True,fragment,0.0,1.0
The commune,1,0.0943010842938463,0.0,0.0943010842938463,0.19970703125,-0.2205461173903842,2,True,compositional_phrase,1.0,0.9
notes,1,0.0911038698931668,0.0,0.0911038698931668,0.1064453125,-0.0893789971420829,1,False,compositional_phrase,1.0,1.0
.  In,1,0.0860725987229059,0.0,0.0860725987229059,0.18701171875,-0.2334269016302352,2,False,fragment,0.0,1.0
The Kennedy,1,0.0786425535096936,0.0,0.0786425535096936,0.140625,-0.3021729131007659,2,True,named_entity,0.7,0.8
<s> The SP-,1,0.0735177304299572,0.0,0.0735177304299572,0.629150390625,-0.8891426856438568,3,False,fragment,0.0,1.0
Cinc,1,0.0678482013093537,0.0,0.0678482013093537,0.14599609375,-0.2543296920391157,1,True,fragment,0.0,1.0
a Canadian,1,0.0658152104282211,0.0,0.0658152104282211,0.07861328125,-0.0500615833044471,2,True,compositional_phrase,1.0,1.0
). In,1,0.0563322109356404,0.0,0.0563322109356404,0.35546875,-0.4661030664108987,2,False,fragment,0.0,1.0
", since",1,0.0498403663167983,0.0,0.0498403663167983,0.07666015625,-0.1617760373330041,2,False,fixed_expression,0.7,0.9
went under,1,0.0438372645204323,0.0,0.0438372645204323,0.14501953125,-0.2344009793239192,2,True,idiom,0.3,0.8
started his,1,0.0399673408515698,0.0,0.0399673408515698,0.0693359375,-0.0897789134960755,2,True,compositional_phrase,1.0,0.9
-160,1,0.0340948766886966,0.0,0.0340948766886966,0.26318359375,-0.4855635895282584,1,True,fragment,0.0,1.0
10 June,1,0.0265245838101404,0.0,0.0265245838101404,0.2802734375,-0.4002412748496489,2,True,named_entity,0.7,0.9
It has,1,0.0201655005160991,0.0,0.0201655005160991,0.06103515625,-0.0955823424597521,2,False,compositional_phrase,1.0,1.0
in the second,1,0.0148665234990653,0.0,0.0148665234990653,0.15185546875,-0.3295329100023366,3,True,fixed_expression,0.7,0.9
", but it",1,0.0068221841733402,0.0,0.0068221841733402,0.1279296875,-0.3747902426916494,3,False,fixed_expression,0.7,0.9
ynamic separ,1,-5.7182028658508965e-05,0.0,-5.7182028658508965e-05,0.3408203125,-0.6696986191341462,2,False,fragment,0.0,1.0
. In,2,-0.0065873596210164,0.4395268276146943,0.4329394679936779,0.21435546875,-0.5087169342087909,2,False,fragment,0.0,1.0
"8, Matt",1,-0.013193841939188,0.0,-0.013193841939188,0.21435546875,-0.4616955423479702,2,True,named_entity,0.7,0.8
his liberal and German-,1,-0.0221951088685765,0.0,-0.0221951088685765,0.505615234375,-0.8465033971714415,4,True,fragment,0.0,1.0
"artist, author and",1,-0.0343233367012612,0.0,-0.0343233367012612,0.17822265625,-0.490105216753153,3,True,fixed_expression,0.7,0.9
the rights,1,-0.050675996128365,0.0,-0.050675996128365,0.17431640625,-0.5762749512584127,2,False,compositional_phrase,1.0,1.0
islands and arch,1,-0.0597831857824826,0.0,-0.0597831857824826,0.44677734375,-0.8865185113312066,3,True,fragment,0.0,1.0
for a,1,-0.0701896030670225,0.0,-0.0701896030670225,0.1025390625,-0.4435404139175564,2,True,fragment,0.0,1.0
After some,1,-0.0784804680823377,0.0,-0.0784804680823377,0.283203125,-0.8426855452058444,2,True,fragment,0.0,1.0
the seven main,1,-0.0907228945134632,0.0,-0.0907228945134632,0.08837890625,-0.495361923783658,3,True,fragment,0.0,1.0
<s> Mary Walker,1,-0.1062346502787684,0.0,-0.1062346502787684,0.1650390625,-0.8360822311656712,3,False,named_entity,1.0,1.0
is a calm,1,-0.1174226391913298,0.0,-0.1174226391913298,0.12548828125,-0.7376483948533246,3,False,compositional_phrase,1.0,0.9
film at,1,-0.1332893968816557,0.0,-0.1332893968816557,0.15966796875,-0.7394734922041394,2,True,fragment,0.0,1.0
as an em,1,-0.1449233243258469,0.0,-0.1449233243258469,0.4765625,-1.1295202248771172,3,False,fragment,0.0,1.0
the two,1,-0.1599885759941548,0.0,-0.1599885759941548,0.05322265625,-0.5982136274853872,2,True,fragment,0.0,1.0
Power,1,-0.1728916933504387,0.0,-0.1728916933504387,0.28369140625,-1.0160915380635966,1,True,fragment,0.0,1.0
the S,1,-0.1934215966492523,0.0,-0.1934215966492523,0.236328125,-0.8702727416231307,2,True,fragment,0.0,1.0
on U,1,-0.2226612945604711,0.0,-0.2226612945604711,0.26708984375,-1.0510380020261778,2,True,fragment,0.0,1.0
Post,1,-0.2463910846699837,0.0,-0.2463910846699837,0.31591796875,-1.2837023210499592,1,True,fragment,0.0,1.0
and Sarah,1,-0.266752913917728,0.0,-0.266752913917728,0.0830078125,-0.96986080041932,2,True,fragment,0.0,1.0
and is,1,-0.2852912684384756,0.0,-0.2852912684384756,0.0517578125,-0.855562155471189,2,False,fragment,0.0,1.0
tank steam,1,-0.300633618752642,0.0,-0.300633618752642,0.06201171875,-1.001828187506605,2,False,fragment,0.0,1.0
history and,1,-0.3289683880987407,0.0,-0.3289683880987407,0.142578125,-1.2461270249343517,2,False,fragment,0.0,1.0
des En,1,-0.3464112877179375,0.0,-0.3464112877179375,0.2099609375,-1.236145406794844,2,False,fragment,0.0,1.0
. In Vietnam,1,-0.3784442336440322,0.0,-0.3784442336440322,0.14990234375,-1.3704269903600803,3,True,fixed_expression,0.7,0.8
These,1,-0.4134423990765529,0.0,-0.4134423990765529,0.3212890625,-1.6271118570663825,1,False,fragment,0.0,1.0
2 is a,1,-0.4520115712708343,0.0,-0.4520115712708343,0.1298828125,-1.439599240677086,3,True,fragment,0.0,1.0
as Jean,1,-0.5024729291385641,0.0,-0.5024729291385641,0.08447265625,-1.5655084947214104,2,False,fragment,0.0,1.0
the An,1,-0.5795655243071075,0.0,-0.5795655243071075,0.26416015625,-1.9586794357677688,2,True,fragment,0.0,1.0
<s> Robert,1,-0.6940069875558277,0.0,-0.6940069875558277,0.17431640625,-2.272004773577069,2,True,named_entity,1.0,1.0
<s> Ed,1,-0.892960051942993,0.0,-0.892960051942993,0.2548828125,-2.8704616532949827,2,False,named_entity,1.0,1.0
<s> A,1,-1.2665772969527087,0.0,-1.2665772969527087,0.17041015625,-3.695129765819272,2,False,named_entity,1.0,1.0
