text,count,mean_combined_score,std_combined_score,max_combined_score,mean_comp_deviation,mean_norm_shift,n_tokens,is_ner
designation.,1,0.6888023185118266,0.0,0.6888023185118266,0.2470703125,1.2002772806545663,1,False
his first TV appearance,1,0.6886158082099887,0.0,0.6886158082099887,0.275390625,1.1680727236499715,4,True
.  The higher seeded,1,0.6885565192862264,0.0,0.6885565192862264,0.1669921875,1.276567079465566,4,False
II as well as,1,0.688536214368578,0.0,0.688536214368578,0.15087890625,1.308620809358945,4,False
multi-national,1,0.6884297256122732,0.0,0.6884297256122732,0.38330078125,1.080205173405683,1,False
district of Gmina,1,0.6884296321171389,0.0,0.6884296321171389,0.29833984375,0.9965257404490973,3,True
", with the top seed hosting",1,0.6883876569272849,0.0,0.6883876569272849,0.2451171875,1.1465062516932123,6,False
"901
National Register",1,0.6882828150496074,0.0,0.6882828150496074,0.4833984375,0.7759438540302684,3,True
"al life 
Eid",1,0.6878716246031983,0.0,0.6878716246031983,0.554443359375,0.6753751674650268,3,True
water and,1,0.6875320753548501,0.0,0.6875320753548501,0.18701171875,1.190876086824625,2,False
folk art sculptures,1,0.687483855110218,0.0,0.687483855110218,0.29345703125,1.112020184650545,3,True
"3, and Just Cause",1,0.687234339680138,0.0,0.687234339680138,0.28125,1.075751864825345,4,True
Germany from 18,1,0.6865982473083184,0.0,0.6865982473083184,0.31494140625,0.9504738897551708,3,True
FC Academica Clinceni,1,0.6865763316040474,0.0,0.6865763316040474,0.44140625,0.8671976649476185,3,True
service of,1,0.6863223124202511,0.0,0.6863223124202511,0.18896484375,1.2276466013631278,2,True
"actions to ""turning over",1,0.6862426955864249,0.0,0.6862426955864249,0.17041015625,1.243194629591062,4,False
a species of sea snail,1,0.6861675083872485,0.0,0.6861675083872485,0.29150390625,1.124720528780621,5,True
pedal has changed in appearance,1,0.686015688221459,0.0,0.686015688221459,0.251953125,1.054089513522397,5,True
Producers,1,0.6858435889231672,0.0,0.6858435889231672,0.31982421875,1.193612878557918,1,True
"Greece, Turkey.",1,0.6857623445586457,0.0,0.6857623445586457,0.1630859375,1.3025406270216144,2,True
paraffin),1,0.6857438909060756,0.0,0.6857438909060756,0.4150390625,0.9482464460151891,1,True
stat() and,1,0.685663882972208,0.0,0.685663882972208,0.216796875,1.2107417386805202,2,False
ulated places in Ramsar,1,0.6856154249764616,0.0,0.6856154249764616,0.24462890625,1.1332280155661536,4,True
Deaths,1,0.6852344433449487,0.0,0.6852344433449487,0.28076171875,1.1400880614873716,1,False
Cincinnati,1,0.6852292486582809,0.0,0.6852292486582809,0.595947265625,0.7990106216457021,1,True
"au Shan, Yuen Long",1,0.6851868200128606,0.0,0.6851868200128606,0.20751953125,1.1726838469071514,4,True
Crambidae genera,1,0.6850889771646828,0.0,0.6850889771646828,0.3896484375,0.9547878725992066,2,True
Kumar and,1,0.6850214182674804,0.0,0.6850214182674804,0.30712890625,1.0041795222312009,2,False
"Whatley, South Somerset",1,0.6848693104136627,0.0,0.6848693104136627,0.30517578125,1.0180814791591568,3,True
Liquid Natural Gas,2,0.6847332070333312,0.0254579866014282,0.7101911936347595,0.313232421875,1.1268110449270778,3,True
end of the rainy,1,0.6845052563091666,0.0,0.6845052563091666,0.16796875,1.1894125548354164,4,True
Surface Paradise,1,0.6844294351093396,0.0,0.6844294351093396,0.48046875,0.907606790898349,2,True
Final,1,0.6843390875764448,0.0,0.6843390875764448,0.10888671875,1.401033265816112,1,True
"ferences

Hyder",1,0.684263486481836,0.0,0.684263486481836,0.4130859375,0.8576618900327148,2,True
and Ray (Nigel,1,0.6842503441362934,0.0,0.6842503441362934,0.46728515625,0.8462459775282335,3,True
"over 8,00",1,0.6840962711630989,0.0,0.6840962711630989,0.3095703125,1.019933060720247,2,True
of the United States,1,0.6840105680917755,0.0,0.6840105680917755,0.47509765625,0.9242598186669388,4,True
He played hurling,1,0.6839612621261958,0.0,0.6839612621261958,0.255859375,1.0369295225029893,3,True
Van der Goot,1,0.6839184793331299,0.0,0.6839184793331299,0.431640625,0.9388001045828248,3,True
Nuclear Society,1,0.683673031807041,0.0,0.683673031807041,0.3466796875,1.0426786732676026,2,True
Koniusza,1,0.6834950047589199,0.0,0.6834950047589199,0.31591796875,1.0618869259597998,1,True
by a German mine,1,0.6834693672372923,0.0,0.6834693672372923,0.31298828125,1.1334781055932308,4,True
ing Shan) for election of,1,0.6834675504882568,0.0,0.6834675504882568,0.3173828125,1.028004813720642,5,True
Zaist.,1,0.683413846934545,0.0,0.683413846934545,0.34912109375,0.9729389142113622,1,False
Sierra de San Borja,1,0.6831754921423546,0.0,0.6831754921423546,0.3720703125,0.9810100194183864,4,True
Islands and Deputy Governor of,1,0.6831509758445287,0.0,0.6831509758445287,0.26025390625,1.1916420880488217,5,True
FC Anzhi,1,0.6831429953849979,0.0,0.6831429953849979,0.3271484375,1.0833457697124946,2,True
""" for",1,0.6830998075693289,0.0,0.6830998075693289,0.1474609375,1.305649909548322,2,True
Monuments and memorials,1,0.6830879287780384,0.0,0.6830879287780384,0.25830078125,1.0581226539763458,3,False
athi Selvam,1,0.6829993985116828,0.0,0.6829993985116828,0.37744140625,0.9180087501854568,2,True
explores the “fundament,1,0.682967649777009,0.0,0.682967649777009,0.380859375,0.8816134603800225,3,True
we need  Gx,1,0.6828854526834951,0.0,0.6828854526834951,0.18896484375,1.1143181238962376,3,False
It is considered a member of,1,0.682340167783642,0.0,0.682340167783642,0.34375,1.039346513209105,6,True
28 May 1,1,0.6821475234737393,0.0,0.6821475234737393,0.4306640625,0.8482521094655981,3,True
2006,3,0.6817779361371089,0.0958455868330427,0.8151777083414216,0.3826497395833333,0.9532037921656892,1,True
"08, who wrote:",1,0.6817539226285487,0.0,0.6817539226285487,0.3076171875,1.0371484784463718,3,True
and gas companies of Bangladesh,1,0.6817500374558125,0.0,0.6817500374558125,0.2197265625,1.1141651327020314,5,True
Unix,3,0.6817427325655937,0.1601910868256837,0.8851869271228506,0.2076822916666666,1.2837839147473171,1,True
It is most closely related to,1,0.6817228132864623,0.0,0.6817228132864623,0.36279296875,1.0127787129036558,6,True
translates this into,1,0.6814823234127538,0.0,0.6814823234127538,0.15771484375,1.2518015116568846,3,True
Dearly as,1,0.6814481291405204,0.0,0.6814481291405204,0.21435546875,1.044410117773176,2,True
and must be resisted,1,0.6814291275927875,0.0,0.6814291275927875,0.25439453125,1.1785484049194686,4,True
1999 film,1,0.6811916909976115,0.0,0.6811916909976115,0.30908203125,1.1050788368690283,2,True
00 PM ET,1,0.6811819834263548,0.0,0.6811819834263548,0.169921875,1.090772341378387,3,True
1961,1,0.6810982819678987,0.0,0.6810982819678987,0.30078125,1.0381949236697463,1,True
ocular misalignment,1,0.6809063255171564,0.0,0.6809063255171564,0.45068359375,0.9674025325428908,2,True
Buliok,3,0.6808071828918675,0.0609892691764929,0.7641332780522463,0.3429361979166667,1.0490638556671688,1,True
a Spanish rock band,1,0.6807998432126336,0.0,0.6807998432126336,0.4462890625,0.9084205064690842,4,True
enaissance Revival,1,0.680557732734291,0.0,0.680557732734291,0.23486328125,1.1055691365232274,2,True
American Insurance Co. of,1,0.680543289711605,0.0,0.680543289711605,0.296875,1.0463289274040124,4,True
"in Portland, Oregon",1,0.6805406364996002,0.0,0.6805406364996002,0.23291015625,1.1311611615615005,3,True
conventional arch supports,1,0.6802578010003435,0.0,0.6802578010003435,0.18701171875,1.2442236040633587,3,True
over the next two years.,1,0.6802293298491084,0.0,0.6802293298491084,0.38916015625,1.007091879310271,5,True
"."" and concludes",1,0.6799776961018786,0.0,0.6799776961018786,0.193359375,1.2003104511921965,3,False
the second ice hockey arena,1,0.679954538634838,0.0,0.679954538634838,0.24072265625,1.145198846587095,5,True
Fliege,1,0.6797334894934989,0.0,0.6797334894934989,0.3056640625,1.0980153643587471,1,True
50 (,1,0.6796250972699828,0.0,0.6796250972699828,0.33740234375,1.155605711924957,2,True
site of an earlier church.,1,0.6796035863473424,0.0,0.6796035863473424,0.37158203125,0.992343926805856,5,True
Central District of,1,0.6795564163358766,0.0,0.6795564163358766,0.2685546875,1.1583636970896916,3,True
Census for 186,1,0.6794889626127691,0.0,0.6794889626127691,0.33935546875,1.0278239690319226,3,True
31 communes,1,0.6793487294996797,0.0,0.6793487294996797,0.2431640625,1.1379470190616991,2,True
942 to contest,1,0.6792093895255207,0.0,0.6792093895255207,0.29345703125,1.0431162472513014,3,True
Cone (Conus,1,0.6790747908731581,0.0,0.6790747908731581,0.345703125,1.0783022115578953,2,True
were conducted in 19,1,0.6790349816335375,0.0,0.6790349816335375,0.51904296875,0.8441938993963435,4,True
references are made to.,1,0.6786881148652564,0.0,0.6786881148652564,0.4541015625,0.9446450918506408,4,True
Bibliography,1,0.6786245839155705,0.0,0.6786245839155705,0.44921875,0.8587318699451764,1,True
3. Since,1,0.6786088392525463,0.0,0.6786088392525463,0.30126953125,1.0884898715688658,2,True
"military leader, the owner of",1,0.6785954569365472,0.0,0.6785954569365472,0.32421875,0.9997112985913678,5,True
1x1 degree,1,0.678517932209053,0.0,0.678517932209053,0.26220703125,1.1720028383351324,2,True
"magazine Mister K, he",1,0.6782182400291705,0.0,0.6782182400291705,0.47607421875,0.8526500922604261,4,True
-a-half,1,0.6780757024520021,0.0,0.6780757024520021,0.504150390625,0.8997790998800055,1,True
is due to,1,0.6780586239415021,0.0,0.6780586239415021,0.35791015625,1.000444411416255,3,False
42nd overall general election,1,0.6778982067518275,0.0,0.6778982067518275,0.25634765625,1.034223055942069,4,True
1649,1,0.6778130357040957,0.0,0.6778130357040957,0.3486328125,1.0277845423852392,1,True
analog synthesisers,1,0.6776414246878233,0.0,0.6776414246878233,0.26806640625,1.137340866407058,2,False
eveloped under the rainbow,1,0.6776250940149946,0.0,0.6776250940149946,0.26513671875,1.0366530670687362,4,True
(disambiguation,1,0.6775557301676972,0.0,0.6775557301676972,0.4296875,0.9612233097942432,1,False
"Brussels, Liège",1,0.6774986644922917,0.0,0.6774986644922917,0.21826171875,1.190572833105729,2,True
's Clay Court Championships,1,0.6773526717133524,0.0,0.6773526717133524,0.28466796875,1.0196756245958811,4,True
"had entered, the heats",1,0.677309458702966,0.0,0.677309458702966,0.32470703125,1.0290890764449152,4,True
Jordi Miralles,1,0.677246375040225,0.0,0.677246375040225,0.3505859375,0.9771735547880624,2,True
Pezzullo/,1,0.6771630033219986,0.0,0.6771630033219986,0.5,0.8509885629924965,1,True
100 for,1,0.6770763851990651,0.0,0.6770763851990651,0.46240234375,0.9237700645601628,2,True
Ruggero,1,0.6770415539727445,0.0,0.6770415539727445,0.38232421875,1.0218275177443612,1,True
Neo SOUND BEST,1,0.6769838122465789,0.0,0.6769838122465789,0.2685546875,1.1110386321789472,3,True
system calls,1,0.676943099196188,0.0,0.676943099196188,0.13916015625,1.21188899799047,2,False
"017, Fox News",1,0.6769058218789078,0.0,0.6769058218789078,0.248046875,1.0659217812597694,3,True
chor Shipping and Foundry,1,0.6768769705928325,0.0,0.6768769705928325,0.2041015625,1.1881641061695811,4,True
Notes,1,0.6766375012022975,0.0,0.6766375012022975,0.216796875,1.1723066436307437,1,False
of the country at elevations,1,0.6763375384297691,0.0,0.6763375384297691,0.25830078125,1.0669424788869226,5,True
E. Evans is Professor of,1,0.6763372730591177,0.0,0.6763372730591177,0.365234375,0.9672103701477942,5,True
7–193,1,0.676293747849857,0.0,0.676293747849857,0.271484375,0.9773249457965174,1,True
Nasr-Allah,3,0.6762771684028643,0.0798909478766202,0.7621495958313693,0.3927408854166667,0.974465707465494,1,True
September 200,1,0.6762758868050414,0.0,0.6762758868050414,0.33837890625,0.9113318068563534,2,True
that the art of military strategy,1,0.6760518860733268,0.0,0.6760518860733268,0.37646484375,1.0269217073708168,6,True
Watkins Allen,1,0.6760241745888734,0.0,0.6760241745888734,0.16748046875,1.1322601435034334,2,True
Booklist,1,0.6760060026105065,0.0,0.6760060026105065,0.18701171875,1.193555045588766,1,False
paleotemperate,1,0.6759845160833552,0.0,0.6759845160833552,0.41162109375,1.0160110948958878,1,True
1926,1,0.6759609283161312,0.0,0.6759609283161312,0.34619140625,0.953574195790328,1,True
The album features,1,0.6759305702341527,0.0,0.6759305702341527,0.228515625,1.1020578708978817,3,True
Kimara performed vocals on,1,0.6758306847624508,0.0,0.6758306847624508,0.291015625,1.062013235343627,4,True
"for removal, as of",1,0.6757763435715252,0.0,0.6757763435715252,0.224609375,1.1457396870538128,4,True
Steam locomot,1,0.675501224961748,0.0,0.675501224961748,0.45361328125,0.84951966396687,2,False
PKM Urban Development Authority.,1,0.675197703093271,0.0,0.675197703093271,0.37255859375,0.9313414257019274,4,True
Ilaria Käslin,2,0.6751363612235757,0.0112442910300787,0.6863806522536544,0.45849609375,0.8717398288401892,2,True
per nation),1,0.6750844704813638,0.0,0.6750844704813638,0.2109375,1.1674475043284094,2,False
91 and began racing Formula,1,0.6750802187312788,0.0,0.6750802187312788,0.44970703125,0.8127615819844466,5,True
"(M,g)",1,0.6750161821824932,0.0,0.6750161821824932,0.31640625,1.1465248304562328,1,False
Namur,2,0.6747662639345533,0.0934896701179957,0.768255934052549,0.267822265625,1.0880997418676333,1,True
detailed the making of,1,0.6747253851814373,0.0,0.6747253851814373,0.166015625,1.2729951035785934,4,True
List of fossiliferous,1,0.6744538371204924,0.0,0.6744538371204924,0.2978515625,1.010292307644981,3,True
Judy on a script by,1,0.6744378524181854,0.0,0.6744378524181854,0.3564453125,0.9661239279204636,5,False
auri (δ¹,1,0.674378854073381,0.0,0.674378854073381,0.28466796875,1.0746190101834527,2,True
Bódva,1,0.6743435854572328,0.0,0.6743435854572328,0.30419921875,1.151190994893082,1,True
died in Vienna.,1,0.6743070327328522,0.0,0.6743070327328522,0.532958984375,0.7280039099571306,3,True
the dockyard,1,0.6742102151867928,0.0,0.6742102151867928,0.1083984375,1.349343897341982,2,False
hurling,1,0.6741673610564546,0.0,0.6741673610564546,0.20947265625,1.1539242620161363,1,True
955),1,0.6736974494405241,0.0,0.6736974494405241,0.3037109375,1.05570358453881,1,True
général et iconographie,1,0.6736661876883926,0.0,0.6736661876883926,0.16748046875,1.245200625470981,3,True
"Venora, R.",1,0.6736208177278793,0.0,0.6736208177278793,0.36865234375,0.8804021419759481,2,True
starting was that the school',1,0.6733258099552732,0.0,0.6733258099552732,0.4326171875,0.833888255356933,5,False
Endemic fauna,1,0.673323115962335,0.0,0.673323115962335,0.291015625,1.0454904070933373,2,True
station piloting,1,0.6731445280339658,0.0,0.6731445280339658,0.22998046875,1.1804199138349143,2,False
Henri Vilbert,1,0.6731034264162449,0.0,0.6731034264162449,0.3056640625,1.035419698853112,2,True
The two constituents,1,0.6730857740195277,0.0,0.6730857740195277,0.29248046875,1.1308345522363192,3,True
percussion,1,0.6728166006354401,0.0,0.6728166006354401,0.193359375,1.3002055640886,1,True
Results,1,0.672640639120365,0.0,0.672640639120365,0.09033203125,1.3219824571759122,1,False
Florae Novae,1,0.6726005300225169,0.0,0.6726005300225169,0.2958984375,1.094221051618792,2,True
Delta1 Tauri}},1,0.672478661008675,0.0,0.672478661008675,0.46533203125,0.7814163790841875,2,True
Ilann Porret:,1,0.6724758147163548,0.0,0.6724758147163548,0.52978515625,0.744177818040887,2,True
Ingalsbe,1,0.6723771558397117,0.0,0.6723771558397117,0.3701171875,0.970371600536779,1,True
a highway in the southe,1,0.6723600431100291,0.0,0.6723600431100291,0.7275390625,0.6650309671500727,5,True
".  ""Circles""",1,0.672279668688631,0.0,0.672279668688631,0.43505859375,0.9375351092215772,2,True
in Baja California.,1,0.6722021575176923,0.0,0.6722021575176923,0.546630859375,0.7343994367629808,3,True
and off the Abrolhos,1,0.6721755624162024,0.0,0.6721755624162024,0.37841796875,0.944599062290506,4,True
45 he also worked for,1,0.6721639138896858,0.0,0.6721639138896858,0.39697265625,0.9197896675367144,5,True
"Nobanda, Penthouse",1,0.672141098050918,0.0,0.672141098050918,0.2509765625,1.056085167002295,2,True
09 by the Central Committee,1,0.6720832850109457,0.0,0.6720832850109457,0.1650390625,1.2048664156523643,5,True
Claire Gérard as,1,0.6719040006760426,0.0,0.6719040006760426,0.375,0.9293327555963564,3,True
"Staying Power"", although",1,0.6717354211835218,0.0,0.6717354211835218,0.4560546875,0.8047047638963045,3,True
"69, it lost territory",1,0.6716558540836252,0.0,0.6716558540836252,0.30419921875,0.9265151234903128,4,True
Argentine footballer,1,0.6715682048253032,0.0,0.6715682048253032,0.26025390625,1.022365336282008,2,True
gang operating in Mindana,1,0.6713253494373852,0.0,0.6713253494373852,0.390625,0.9136649360934628,4,True
"ville, Quebec. He flew",1,0.6712524480707431,0.0,0.6712524480707431,0.45751953125,0.8385315108018578,4,True
a Feature Length Drama,1,0.6709243416913984,0.0,0.6709243416913984,0.2119140625,1.254703432353496,4,True
Selseleh,1,0.670782846003289,0.0,0.670782846003289,0.29736328125,1.0712442243832223,1,True
living people),3,0.6704748753028481,0.1607011929828415,0.8947755579533914,0.3035481770833333,1.0925283340904537,2,True
92.  First edition,1,0.6704604797010489,0.0,0.6704604797010489,0.2197265625,1.0931433867526223,3,True
the Conservative politician,1,0.6704580754009978,0.0,0.6704580754009978,0.2763671875,1.1790748760024945,3,True
Mandals,1,0.670451500604672,0.0,0.670451500604672,0.48583984375,0.7754939858866798,1,False
bundles) of,1,0.6704455693083383,0.0,0.6704455693083383,0.2919921875,1.0292633373333455,2,True
Far East,1,0.6702338879152299,0.0,0.6702338879152299,0.16357421875,1.2306384307255749,2,True
ufacturing companies based in,1,0.6702233438904519,0.0,0.6702233438904519,0.36572265625,0.8916228128511299,4,True
north and the British Indian Empire,1,0.6701616410764963,0.0,0.6701616410764963,0.1708984375,1.2004285167537407,6,True
"Risen to Fight"",",1,0.6701148580978896,0.0,0.6701148580978896,0.47900390625,0.8521670280572239,3,True
"two groups,",1,0.6700668220345172,0.0,0.6700668220345172,0.134765625,1.265621156648793,2,True
"symbolic link, stat()",1,0.669931454245643,0.0,0.669931454245643,0.27294921875,1.0719233621766076,3,False
ochdale A.F.,1,0.6699240541179866,0.0,0.6699240541179866,0.39453125,0.9808404087324666,2,True
time with an official budget of,1,0.6697840277136742,0.0,0.6697840277136742,0.21875,1.1650606552216851,6,True
of Philosophy,1,0.6696866071169847,0.0,0.6696866071169847,0.16162109375,1.2237770646674615,2,True
obliged,1,0.6696492559026108,0.0,0.6696492559026108,0.16796875,1.288136811631527,1,False
Beaver River. SH-,1,0.6696226896659698,0.0,0.6696226896659698,0.4462890625,0.8957364116649247,3,False
Silloth,1,0.6694824904929516,0.0,0.6694824904929516,0.3427734375,1.019287280919879,1,True
Tyrrell,1,0.6693130405487984,0.0,0.6693130405487984,0.2890625,1.124698616996996,1,True
1949.,1,0.6690915843289383,0.0,0.6690915843289383,0.2919921875,0.997069781134846,1,True
"Life
Friedjung",1,0.6690590019735657,0.0,0.6690590019735657,0.43359375,0.8728428174339141,2,True
"Southern Railway, many of which",1,0.6690385128916055,0.0,0.6690385128916055,0.1904296875,1.094959563479014,5,True
Shingazidja,1,0.6688298459473714,0.0,0.6688298459473714,0.53662109375,0.8272259820559282,1,True
{{DISPLAYTITLE,1,0.6688156643961586,0.0,0.6688156643961586,0.337890625,0.9103814461466464,1,True
slashed sleeves,1,0.6688065193789852,0.0,0.6688065193789852,0.296875,1.109272157822463,2,True
A statue of Henry Watkins,1,0.6685326025994571,0.0,0.6685326025994571,0.504638671875,0.7031613404830175,5,True
"to enter service, after",1,0.6685077442010112,0.0,0.6685077442010112,0.37646484375,0.9783982667525278,4,True
album from the Japanese rock band,1,0.6684579161459382,0.0,0.6684579161459382,0.35107421875,0.9798606106773456,6,True
developed on the west bank of,1,0.6682410850078057,0.0,0.6682410850078057,0.271484375,1.020212087519514,6,True
and Brothers,1,0.6679828386841273,0.0,0.6679828386841273,0.14208984375,1.255162174835318,2,True
", she won a silver medal",1,0.6678697282174164,0.0,0.6678697282174164,0.18408203125,1.2062954142935411,6,False
ique Rolland as,1,0.6678598966381755,0.0,0.6678598966381755,0.23486328125,1.0812708353454383,3,True
Asian elephant,1,0.6678433265617263,0.0,0.6678433265617263,0.2275390625,1.1007606601543154,2,True
apanese:,1,0.6676015783419791,0.0,0.6676015783419791,0.23876953125,1.0525488677299475,1,False
brother of Alfonso,1,0.6674158490349587,0.0,0.6674158490349587,0.5478515625,0.8500581772748964,3,True
coalition from 200,1,0.6673702657494422,0.0,0.6673702657494422,0.38232421875,0.9328299612486056,3,True
but she did not qualify for,1,0.6673609461635506,0.0,0.6673609461635506,0.32275390625,1.0752627169713762,6,True
"ub
Statistics accurate as of",1,0.6672968330580552,0.0,0.6672968330580552,0.31396484375,0.975187883426388,5,True
downwards and outwards,1,0.6671835955663525,0.0,0.6671835955663525,0.1220703125,1.299794926415881,3,True
at the lowest elevation,1,0.6671000054688386,0.0,0.6671000054688386,0.1923828125,1.1905771621095966,4,True
Supplementum to his,1,0.6669960797129262,0.0,0.6669960797129262,0.2841796875,1.1064550430323157,3,True
and averaged,1,0.6669302319528035,0.0,0.6669302319528035,0.25341796875,1.0981117126945088,2,True
the flute,1,0.6667364159099491,0.0,0.6667364159099491,0.2724609375,1.1414504147748727,2,True
xton (191,1,0.6666817570181017,0.0,0.6666817570181017,0.3505859375,0.8861257792640043,2,True
age of 98.,1,0.666639814071965,0.0,0.666639814071965,0.3974609375,0.8874857656486624,3,True
Breeding restarted,1,0.6662431463271475,0.0,0.6662431463271475,0.21875,1.1371654830053688,2,True
akritik Gas Company Limited,1,0.6661795842899708,0.0,0.6661795842899708,0.30078125,0.949262437287427,4,True
Pokomo,2,0.6660783556851144,0.1357360810973242,0.8018144367824387,0.324951171875,1.0383648345252858,1,True
August to February and the fruit,1,0.6659167687608791,0.0,0.6659167687608791,0.30712890625,1.0452850859646978,6,True
-east,1,0.6657886913669836,0.0,0.6657886913669836,0.26953125,1.1267520018549588,1,True
was acquired by,1,0.6657820877462436,0.0,0.6657820877462436,0.29443359375,1.091945453740609,3,False
1997 births,1,0.6656914820361173,0.0,0.6656914820361173,0.30029296875,0.9769728457152932,2,True
Exo'rdium,1,0.665634321561183,0.0,0.665634321561183,0.39306640625,0.9320301398404572,1,True
Cirsium,1,0.6656308960800694,0.0,0.6656308960800694,0.359375,0.9842676698876736,1,False
-21 Hurling Championship,2,0.6655789541433674,0.0203410791839309,0.6859200333272983,0.397216796875,0.9138863502021682,3,True
to teach at Amherst,1,0.6655585644778375,0.0,0.6655585644778375,0.33984375,0.9640673096320936,4,False
"RAT, including",1,0.6653193938116425,0.0,0.6653193938116425,0.23779296875,1.144133445466606,2,True
1874,1,0.6652664926082602,0.0,0.6652664926082602,0.29443359375,0.9456369346456504,1,True
. In addition to Swah,1,0.664598394780459,0.0,0.664598394780459,0.528564453125,0.7520111236698975,5,False
Seathwaite,1,0.6644348912214642,0.0,0.6644348912214642,0.43896484375,0.8760530483661605,1,True
Blanchfield,4,0.6642379916232353,0.2025931176310339,0.8451223461690792,0.39892578125,0.8447533042534008,1,True
Dunnville,1,0.6640872304106893,0.0,0.6640872304106893,0.357421875,0.9743049900892228,1,True
a genus of flowering plants,1,0.6639214392414909,0.0,0.6639214392414909,0.2705078125,1.1157362152912271,5,True
people with the surname,1,0.6637925640509283,0.0,0.6637925640509283,0.232421875,1.1477626601273208,4,True
az Dientzenhofer,1,0.6637826742172704,0.0,0.6637826742172704,0.42919921875,0.8679527792931763,2,True
of the company,2,0.6636983284854245,0.1423966864431533,0.8060950149285778,0.23828125,1.122258516526061,3,True
",  north of",1,0.6634609681087347,0.0,0.6634609681087347,0.30517578125,1.071372146834337,3,True
These were:,1,0.6632450433062544,0.0,0.6632450433062544,0.49609375,0.8021555770156361,2,False
St David's Cathedral,1,0.6630481869123412,0.0,0.6630481869123412,0.22998046875,1.085598982905853,3,True
The final was contested,1,0.6630427969486962,0.0,0.6630427969486962,0.3427734375,1.0297993751842405,4,True
ensis.,1,0.663030784861685,0.0,0.663030784861685,0.259765625,1.0021814543417122,1,False
north side of,1,0.6630301311163769,0.0,0.6630301311163769,0.14892578125,1.1656319684159422,3,True
", Oregon",1,0.6629730706716555,0.0,0.6629730706716555,0.15087890625,1.1969834579291387,2,True
close of the 2,1,0.6627343022496245,0.0,0.6627343022496245,0.53466796875,0.7018797009365613,4,True
such as family quarrel,1,0.6625877577830634,0.0,0.6625877577830634,0.28857421875,1.0584469335201585,4,True
ular see under the shortened,1,0.662383282112876,0.0,0.662383282112876,0.177734375,1.17671015840719,5,True
is where the deviation,1,0.6623562523565047,0.0,0.6623562523565047,0.21435546875,1.2362128965162618,4,False
Warm Springs,1,0.6623536556819287,0.0,0.6623536556819287,0.30322265625,1.1053470298298218,2,True
"ava (; , , ),",1,0.6621716144716521,0.0,0.6621716144716521,0.1533203125,1.2156097002416302,5,False
Quebec Major Junior Hockey League,1,0.6619055229080115,0.0,0.6619055229080115,0.3447265625,1.0114532603950288,5,True
Romanian footballers,1,0.6616213220021826,0.0,0.6616213220021826,0.3203125,0.9644781096929564,2,True
"""Circles",1,0.6613076755225448,0.0,0.6613076755225448,0.44970703125,0.943918602868862,1,True
true love he bluffes,1,0.6612437512155873,0.0,0.6612437512155873,0.18408203125,1.1294277374139683,4,True
"1), an American Marine Corps",1,0.6609448403158757,0.0,0.6609448403158757,0.22119140625,1.0368835851646894,5,True
1894,2,0.6609127367504388,0.1645883061754505,0.8255010429258894,0.39599609375,0.8684073301573472,1,True
"clerk, and are",1,0.6608954687425833,0.0,0.6608954687425833,0.2529296875,1.102067773418958,3,True
"in ""Aviation",1,0.6608054967539725,0.0,0.6608054967539725,0.24951171875,1.085729562197431,2,False
t even meet until February,1,0.6607752584886105,0.0,0.6607752584886105,0.65478515625,0.5769259391902762,5,True
"FCS

Type",1,0.6605451240522489,0.0,0.6605451240522489,0.21240234375,1.117305192943122,2,True
ξ with respect to,1,0.660174018159492,0.0,0.660174018159492,0.15966796875,1.1683793813362295,4,False
Kemps,1,0.6600293384545644,0.0,0.6600293384545644,0.341796875,0.9916260805114104,1,True
and the London & North Western,1,0.6600007492022295,0.0,0.6600007492022295,0.33154296875,1.043190349568074,6,True
of the Chinese Communist Party,2,0.6597656993787269,0.0861600379947798,0.7459257373735068,0.255615234375,1.131530947665567,5,True
Tora,2,0.6597214469001081,0.2831323593196261,0.9428538062197342,0.240966796875,1.0958368203752702,1,True
time and earned the conference,1,0.659598620442035,0.0,0.659598620442035,0.20751953125,1.0819799495425872,5,True
later meeting approved its renewal,1,0.6594277952825227,0.0,0.6594277952825227,0.2216796875,1.1308692928938069,5,True
Whately (disambiguation,1,0.6593794521063812,0.0,0.6593794521063812,0.44287109375,0.802928610734703,2,True
"The white,",1,0.6593505565628802,0.0,0.6593505565628802,0.26123046875,0.9854735593759504,2,True
06 ATP Tour,1,0.6593215500323728,0.0,0.6593215500323728,0.33447265625,0.8966559258621821,3,False
for mainly by the industrialist,1,0.6593082859453048,0.0,0.6593082859453048,0.24267578125,1.0752726679882616,5,True
"1,10",1,0.658957835468643,0.0,0.658957835468643,0.22607421875,1.1643623621091073,1,True
media and publishing group based in,1,0.6587314674553404,0.0,0.6587314674553404,0.40576171875,0.9198999577008506,6,False
ologist) (born 1,1,0.6585956450925965,0.0,0.6585956450925965,0.47802734375,0.7949266127314911,3,True
(today,1,0.6585414063535353,0.0,0.6585414063535353,0.341796875,1.0738437502588385,1,True
is in the Ozarks,1,0.6582954815604227,0.0,0.6582954815604227,0.26611328125,1.0613881179635567,4,True
"6–4,",1,0.6580483507030286,0.0,0.6580483507030286,0.20556640625,1.2144568142575711,1,True
Allonby,1,0.6579815937791722,0.0,0.6579815937791722,0.2451171875,1.0656082813229306,1,True
's sets were designed by,1,0.657845664378866,0.0,0.657845664378866,0.43359375,0.832236231259665,5,False
